zinc,smile
ZINC85594560,CC1C#Cc2cc(N)[nH+]cc2COC(CC(O)CCc2ccc(O)c(OC3CCCCC3)c2)CCC1
ZINC85594577,CCCCCc1cccc(C2C3CC4C5C(=CCCN4C4C3CC23CCC(C3)CSSCC2=CCC(C3CCCC3)CC2C4O)OC(=C2OC(=O)C(C)=C2OC)C5C)c1
ZINC85594582,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(CC4C(CC5(CCCC5)C4c4ccccc4)C3C(O)C3C=CCC(C)C3)C2C1C
ZINC85594618,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C)C4)CC(Cc4ccccc4)CC3C2C1CO
ZINC85594639,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)C3C=CCC(C4CCCC4)C3)C2C1C
ZINC85594685,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCCN2C3C(O)C2C=CCC(C)C2)OC(=C2OC(=O)C(C[O-])=C2OC)C4CO)c1
ZINC85594993,CCCCCc1cccc(C2C3CC4C5C(=CCCN4C(C(O)C4C=CCC(C6CCCC6)C4)C3CC23CCCC3)OC(=C2OC(=O)C(C[O-])=C2OC)C5C)c1
ZINC70454185,CCCCCc1cccc(C2C3CC4C5C(=CCCN4C4C3CC23CCC(C3)CSSCC2=CCC(C)CC2C4O)OC(=C2OC(=O)C(C)=C2OC)C5C)c1
ZINC85595093,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(CC5(CCC6(CCCC6)C5)C4c4ccccc4)C3C(O)C3C=CCC(C4CCCC4)C3)C2C1C
ZINC85595104,COC1=C(C)C(=O)OC1=C1OC2=CCC3CSSCC4CCC5(CCCC56CCCC6)C4CC(O)C4CC(Cc5ccccc5)CC(C2C1C)N43
ZINC85595117,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(CC5(CCCC5)C4c4ccccc4)C3C(O)C3C=CCC(C4CCCC4)C3)C2C1C
ZINC85595118,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)C3C=CCC(C)C3)C2C1C
ZINC85595141,COC1=C(C)C(=O)OC1=C1OC2=CCC3CC4CCC5=CCC(C)CC5C4(O)C4CCCC(C2C1C)N34
ZINC85595145,CCCCCc1cccc(C2C3CC4C5C(=CCCN4C(C(O)C4C=CCC(C)C4)C3CC23CCCC3)OC(=C2OC(=O)C(C[O-])=C2OC)C5C)c1
ZINC85595146,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4C4=C6C(=NC([NH3+])c7cccc5c76)CC4)C=NC3=C2)c1
ZINC85595148,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4C4CCCC6=NC(N)c7cccc5c7C64)C=NC3=C2)c1
ZINC85595151,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C5CCCC5)C4)CC(Cc4ccccc4)CC3C2C1C
ZINC85595164,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4CC4C=NC([NH3+])c6cccc5c64)C=NC3=C2)c1
ZINC85595170,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CSSCC4CCC5(CCCC5)C4CC(O)C4CC(Cc5ccccc5)CC(C2C1C)N43
ZINC85595172,CCCCCc1cccc(CC2CC(C(O)C3C=CCC(C)C3)N3CCC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(CO)C4C3C2)c1
ZINC85595187,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4C4=C6C(=NC([NH3+])c7cccc5c76)CC4)C=NC3=C2)c1
ZINC85595212,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4C4CCCC6=NC(N)c7cccc5c7C64)C=NC3=C2)c1
ZINC85595224,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(CC5(CCCC5)C4c4ccccc4)C3C(O)C3C=CCC(C)C3)C2C1C
ZINC85595226,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4CC4C=NC([NH3+])c6cccc5c64)C=NC3=C2)c1
ZINC85595229,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc5c4CC=NC5[NH3+])C=NC3=C2)c1
ZINC85595243,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCCN2C3C(O)C2C=CCC(C3CCCC3)C2)OC(=C2OC(=O)C(C[O-])=C2OC)C4C)c1
ZINC85595245,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4c(CO)ccc5c4CC=NC5[NH3+])C=NC3=C2)c1
ZINC85595252,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C)C4)CC(Cc4ccccc4)CC3C2C1C
ZINC85595282,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc5c4CC=NC5[NH3+])C=NC3=C2)c1
ZINC85596422,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)C3C=CCC(C4CCCC4)C3)C2C1C
ZINC85596432,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC(O)(C4C=CCC(C)C4)C4CCCC(C2C1CO)N34
ZINC85596435,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3C=CC4(CCCC5[NH+]4C3CCC5(O)C3C=CCC(C)C3)C2C1CO
ZINC85596438,CCCCCc1cccc(C2C3CC4C5C(=CCCN4C(C(O)C4C=CCC(C6CCCC6)C4)C3CC23CCCC3)OC(=C2OC(=O)C(C)=C2OC)C5C)c1
ZINC85596821,CCCCCc1cccc(CC2CC3C4C(=CCC5CSSCC6CCC7(CCCC78CCCC8)C6CC(O)C(C2)N35)OC(=C2OC(=O)C(C)=C2OC)C4C)c1
ZINC85596924,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCCN2C3C(O)C2C=CCC(C)C2)OC(=C2OC(=O)C(C[O-])=C2OC)C4C)c1
ZINC85596929,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1CO
ZINC85596941,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1CO
ZINC85596942,CCCCCc1cccc(CC2CC(C(O)C3C=CCC(C4CCCC4)C3)N3CCC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(C)C4C3C2)c1
ZINC85867410,COc1cc(CCC(CC(OC(C)=O)C2CC(CO)CCCC(CC(C)C)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC85597373,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)C3C=CCC(C)C3)C2C1C
ZINC85867431,CCCCCc1cccc(C2C3CC4C5C(=CCCN4C(C(O)C4C=CCC(C)C4)C3CC23CCCC3)OC(=C2OC(=O)C(C)=C2OC)C5C)c1
ZINC85974127,COc1cc(CCC(CC(OC(C)=O)C2CC3CC(CCC3C(C)C)CC(O)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC85880886,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C5CCCC5)C4)CC(Cc4ccccc4)CC3C2C1C
ZINC85490317,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC(O)(C4C=CCC(C5CCCC5)C4)C4CCCC(C2C1C)N34
ZINC85490335,COc1cc(CCC(CC(OC(C)=O)C2CC(O)CCCC(CC(C)C)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC44387922,COC1=C(C)C(=O)OC1=C1OC2=CCC3CSSCC4CCC5(CCCC5)C4CC(O)C4CC(Cc5ccccc5)CC(C2C1C)N43
ZINC85490497,COc1cc(CCC(CC(OC(C)=O)C2CC(CO)CCCC(CCO)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC85490516,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1CO
ZINC85490524,COc1cc(CCC(CC(OC(C)=O)C2CCCC3CCC(C(C)C)C(C3)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC85490551,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)C5C=CCC(C)C5)[NH+]4C3)C2C1CO
ZINC85491156,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1CO)N3C4C(O)C1C=CCC(C)C1
ZINC32296464,COc1cc(CCC(CC(OC(C)=O)C2CC(O)CCCC(CCO)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC95913721,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C3CSSCC4CCC5(CCCC56CCCC6)C4CC(O)C4CCCC(C2C1C)N43
ZINC95914132,COc1cc(CCC(CC(OC(C)=O)C2CCCCCC(CC(C)C)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC95914787,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCCN2C3C(O)C2C=CCC(C3CCCC3)C2)OC(=C2OC(=O)C(C)=C2OC)C4C)c1
ZINC95918576,CCCCCc1cccc(CC2CC(C(O)C3C=CCC(C)C3)N3CCC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(C)C4C3C2)c1
ZINC95919326,COc1cc(CCC(CC(OC(C)=O)C2CCCCCC(CO)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
ZINC70455164,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
,COc1cc(CCC(CC(OC(C)=O)C2CCCCCC(CCO)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C)C4)CC(Cc4ccccc4)CC3C2C1C
,COc1cc(CCC(CC(OC(C)=O)C2CCCCCC(O)C2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC(O)(C4C=CCC(C)C4)C4CCCC(C2C1C)N34
,COc1cc(CCC(CC(CC2CCC(Cc3ccccc3)CC2)OC(C)=O)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3C=CC4(CCCC5[NH+]4C3CCC5(O)C3C=CCC(C)C3)C2C1C
,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCCN2C3C(O)C2C=CCC(C)C2)OC(=C2OC(=O)C(C)=C2OC)C4C)c1
,COc1cc(CCC(CC(CC2CCCCC2CO)OC(C)=O)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
,COc1cc(CCC(CC(CCC(CO)CCCc2ccccc2)OC(C)=O)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3(CCCC3)CN3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
,COc1cc(CCC(CC(CC2CCCCC2O)OC(C)=O)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)C5C=CCC(C6CCCC6)C5)[NH+]4C3)C2C1C
,COc1cc(CCC(CC(OC(C)=O)C2CCC3CCCC2C3)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)C1C=CCC(C2CCCC2)C1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CSSCC4CCCC4CC(O)C4CC(Cc5ccccc5)CC(C2C1C)N43
,COc1cc(CCC(CC(OC(C)=O)C2CCCCCCC2)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCC4(CCCC4)C3)CN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CSSCC4CCC5(CCCC5)C4CC(O)C4CCCC(C2C1C)[NH+]43
,COc1cc(CCC(CC(OC(C)=O)C2C=CC3CCCC2C3)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,CCC(CO)CCC(CC(CCc1cc(OC2CCCCC2)c(O)cc1-c1ccnc(N)c1)OC(C)=O)OC(C)=O
,CCC(O)C1C2CCC(c3ccccc3)C2CC2C3C(=CCCN21)OC(=C1OC(=O)C(C[O-])=C1OC)C3CO
,CCC(CO)CCC(CC(CCc1cc(OC2CCCC2)c(O)cc1-c1ccnc(N)c1)OC(C)=O)OC(C)=O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
,CCC(CO)CCC(CC(CCc1cc(OC)c(O)cc1-c1ccnc(N)c1)OC(C)=O)OC(C)=O
,CCCCCc1cccc(CC2CC(C(O)C3C=CCC(C4CCCC4)C3)N3CCC=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C4C3C2)c1
,CC(=O)OC(CCc1cc(OC2CCCCC2)c(O)cc1-c1ccnc(N)c1)CC(CC1CCCCC1)OC(C)=O
,CCCCCc1cccc(CC2CC3C4C(=CCC5CSSCC6CCC7(CCCC7)C6CC(O)C(C2)N35)OC(=C2OC(=O)C(C)=C2OC)C4C)c1
,CC(=O)OC(CCc1cc(OC2CCCC2)c(O)cc1-c1ccnc(N)c1)CC(CC1CCCCC1)OC(C)=O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC45CCCC5)CC(Cc4ccccc4)CC3C2C1C
,COc1cc(CCC(CC(CC2CCCCC2)OC(C)=O)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COc1cc(CCC(CC(OC(C)=O)C2CCCCCCC2)OC(C)=O)cc(Cc2ccnc(N)c2)c1O
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCC(Cc4ccccc4)C3)CN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
,COc1cc(CCC(CC(CCCCCCc2ccccc2)OC(C)=O)OC(C)=O)c(-c2ccnc(N)c2)cc1O
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(C4C=CCC(C5CCCC5)C4)C4CCCC(C2C1C)N34
,CCCCCC(CC(CCc1cc(OC)c(O)c2c1CSSCNc1cc(ccn1)C2)OC(C)=O)OC(C)=O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
,CCC(CO)CCC(CC(CCc1cc(Cc2ccnc(N)c2)c(O)c(OC)c1)OC(C)=O)OC(C)=O
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C3CCC(O)(C4C=CCC(C)C4)C4CCCC(C2C1C)N34
,COc1cc(CCC(CC(CC2CCCCC2)OC(C)=O)OC(C)=O)cc(Cc2ccnc(N)c2)c1O
,CCCCCC(CC(CCc1cc(Cc2ccnc(NC[NH2+]C)c2)c(O)c(OC)c1)OC(C)=O)OC(C)=O
,CCCCCC(CC(CCc1cc(OC2CCCCC2)c(O)cc1-c1ccnc(N)c1)OC(C)=O)OC(C)=O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)C5C=CCC(C)C5)[NH+]4C3)C2C1C
,COc1cc(CCC(CC(CCCCCCc2ccccc2)OC(C)=O)OC(C)=O)cc(Cc2ccnc(N)c2)c1O
,CCCCCC(CC(CCc1cc(OC2CCCC2)c(O)cc1-c1ccnc(N)c1)OC(C)=O)OC(C)=O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)C1C=CCC(C)C1
,CCCCCC(CC(CCc1cc(OC)c(O)cc1-c1ccnc(N)c1)OC(C)=O)OC(C)=O
,CC(=O)c1c(O)c(C)c(O)c(Cc2c([O-])c3c(c(C(=O)C=Cc4ccccc4)c2O)OC(C)(C)C=C3)c1O
,CCC(O)CCC(CC(CCc1cc(Cc2ccnc(N)c2)c(O)c(OC)c1)OC(C)=O)OC(C)=O
,CCCCCc1cccc(CC2CC(C(O)C3C=CCC(C)C3)N3CCC=C4OC(=C5OC(=O)C(C)=C5OC)C(C)C4C3C2)c1
,CCCCCC(CC(CCc1cc(Cc2ccnc(N)c2)c(O)c(OC2CCCCC2)c1)OC(C)=O)OC(C)=O
,CCC(O)C1C2CC3(CCCC3)C(c3ccccc3)C2CC2C3C(=CCCN21)OC(=C1OC(=O)C(C[O-])=C1OC)C3C
,CCCCCC(CC(CCc1cc(Cc2ccnc(N)c2)c(O)c(OC2CCCC2)c1)OC(C)=O)OC(C)=O
,CCCCCC(CC(CCc1cc(Cc2ccnc(N)c2)c(O)c(OC)c1)OC(C)=O)OC(C)=O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCCC(C)C)CC(Cc4ccccc4)CC3C2C1CO
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
,CCC(O)C1CC(Cc2ccccc2)CC2C3C(=CCCN12)OC(=C1OC(=O)C(C[O-])=C1OC)C3CO
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C3CSSCC4CCC5(CCCC5)C4CC(O)C4CCCC(C2C1C)N43
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CC3CCCC34CCCC4)C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4C5(CCCC5)CCC45CCCC5)CC(Cc4ccccc4)CC3C2C1C
,CCCCCc1cccc(CC2CC3C4C(=CCC5CSSCC6CCCC6CC(O)C(C2)N35)OC(=C2OC(=O)C(C[O-])=C2OC)C4C)c1
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(C4C=CCC(C)C4)C4CCCC(C2C1C)N34
,CCCCCC=CC(=O)CCc1ccc(O)c(OCCc2ccc(O)c(Cc3ccc4c(c3)CC=NC4[NH3+])c2)c1
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC5[NH+]4C3CCC5(O)C3C=CCC(C)C3)C2C1C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC4)CC(Cc4ccccc4)CC3C2C1CO
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4)CC(Cc4ccccc4)CC3C2C1CO
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCC3)CN3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
,COc1cc(C=CC(=O)CC(=O)CCCC2(CC3C4CC[NH2+]CC4CC4C=CC[NH2+]C43)CCCC2)c(Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCC(C)C)CC(Cc4ccccc4)CC3C2C1CO
,Nc1cc(CCc2cccc(CCc3ccccc3)c2)c(Cc2cc(O)c(OCO)cc2C=CC(=O)CC(=O)CCCCCC2C3CC[NH2+]CC3CC3C=CC[NH2+]C32)c[nH+]1
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
,COc1cc(C=CC(=O)CC(=O)CCCCCC2C3CC[NH2+]CC3CC3C=CC[NH2+]C32)c(Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CCCC(C)C)C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)C5C=CCC(C6CCCC6)C5)[NH+]4C3)C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)C1C=CCC(C2CCCC2)C1
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CSSCC4CCCC4CC(O)C4CC(Cc5ccccc5)CC(C2C1C)N43
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)CN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
,COc1cc(C=CC(=O)CC(=O)CCCC2(CC3C4CC[NH2+]CC4C=C4CCC[NH2+]C43)CCCC2)c(Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)cc1O
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC5C(O)CC6C(CCC67CCCC7)CSSCC3[NH+]54)C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C3CCC4CCC(C2C1C)N3C4C(O)C1C=CCC(C)C1
,Nc1cc(CCc2cccc(CCc3ccccc3)c2)c(Cc2cc(O)c(OCO)cc2C=CC(=O)CC(=O)CCCCCC2C3CC[NH2+]CC3C=C3CCC[NH2+]C32)c[nH+]1
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CSSCC4CCC5(CCCC5)C4CC(O)C4CCCC(C2C1C)[NH+]43
,CCC(O)C1C2CCC(c3ccccc3)C2CC2C3C(=CCCN21)OC(=C1OC(=O)C(C[O-])=C1OC)C3C
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC45CCCC5)CC(Cc4ccccc4)CC3C2C1C
,COc1cc(C=CC(=O)CC(=O)CCCCCC2C3CC[NH2+]CC3C=C3CCC[NH2+]C32)c(Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)cc1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CC3CCCCC3)C2C1C
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(CC4C(c5ccccc5)CCC4C3C(O)CCC(C)C)C2C1C
,COc1cc(C=CC(=O)CC(=O)CCCCCC2C3CC[NH2+]CC3C=C3C=CC[NH2+]C32)c(Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)cc1O
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)C5C=CCC(C)C5)[NH+]4C3)C2C1C
,CCC(C)C(=O)c1c([O-])c(Cc2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)c(O)c(C)c1OC
,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)N3C4C(O)C1C=CCC(C)C1
,CC(C1CCCC1)C1CCC2C(O)CCC3(C=O)C4CCC56CCC#Cc7ccccc7CC(NCO)C7CC(CC5(O)C4(O)C(O)C(C1)C23O)C6C1=CC(=O)OC17
,CCC(O)C1C2CC3(CCCC3)C(c3ccccc3)C2CC2C3C(=CCCN21)OC(=C1OC(=O)C(C)=C1OC)C3C
,CC(C1CCCC1)C1CCC2C(O)CCC3(C=O)C4CCC56CCC#Cc7ccccc7CC(NCO)C7CC(CC5(O)C4(O)CC(C1)C23O)C6(CO)C1=CC(=O)OC17
,CCCCCc1cccc(CC2CC(C(O)CC)N3CCC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(CO)C4C3C2)c1
,C[NH2+]C1C=CC2C[NH2+]CCC2C1CC(CCCO)CCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1
,COC1=C(C)C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC45CCCC5)CC(Cc4ccccc4)CC3C2C1C
,COCCCNCC1=CC2CC3(O)C(C)(CCC4C5(C=O)CCC(O)C6CC7C=CCC(C8CCCC8)C7CC(C(O)C43O)C65O)C2C2=CC(=O)OC21
,COCCCNCC1=CC2CC3(O)C(C)(CCC4C5(C=O)CC6(CCCC6)C(O)C6CC7C=CCC(C8CCCC8)C7CC(C(O)C43O)C65O)C2C2=CC(=O)OC21
,CCCC(=O)c1c([O-])c(CC2C(=O)C(C(=O)CCC)C(=O)C(C)(C)C2=O)c(O)c(C)c1O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CCCC(C)C)CC(Cc4ccccc4)CC3C2C1C
,COCCCNCC1=CC2CC3(O)C(C)(CC4C=CC5CC(O)C6CC7C=CCC(C8CCCC8)C7CC7C(O)C3(O)C4C5(C=O)C67O)C2C2=CC(=O)OC21
,CCC1(O)CCC2CC=C3OC(=C4OC(=O)C(C[O-])=C4OC)C(CO)C3C3CCCC1N23
,C[NH2+]C1C=CC2C[NH2+]CCC2C1CCCCCC(=O)CC(=O)C=Cc1cc(OCO)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CSSCC4CCCC4CC(O)C4CCCC(C2C1C)[NH+]43
,C[NH2+]C1C=CC2C[NH2+]CCC2C1CC1(CCCC(=O)CC(=O)C=Cc2cc(OC)c(O)cc2Cc2c[nH+]c(N)cc2CCc2cccc(CCc3ccccc3)c2)CCCC1
,CCC(O)C1CC(Cc2ccccc2)CC2C3C(=CCCN12)OC(=C1OC(=O)C(C[O-])=C1OC)C3C
,COCCCNCC1=CC2CC3(O)C(C4CCCCC4)(CCC4C5(C=O)CCC(O)C6CC7C=CCC(C8CCCC8)C7CC(C(O)C43O)C65O)C2C2=CC(=O)OC21
,COCCCNCC1=CC2CC3(O)C(C)(CCC4C3(O)CC3CC5C(C=CCC5C5CCCC5)CC5C(O)CCC4(C=O)C35O)C2(CO)C2=CC(=O)OC21
,CCCCCc1cccc(CC2CC3C4C(=CCC5CSSCC6CCCC6CC(O)C(C2)N35)OC(=C2OC(=O)C(C)=C2OC)C4C)c1
,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCCN2C3C(O)CC)OC(=C2OC(=O)C(C[O-])=C2OC)C4C)c1
,C[NH2+]CC(CCCCCC(=O)CC(=O)C=C(CO)c1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1)C1CC[NH2+]CC1
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCC4)CC(Cc4ccccc4)CC3C2C1C
,C[NH2+]C1C=CC2C[NH2+]CCC2C1CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1
,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(CNCCCOC)=CC5CC4(O)C3(O)C(O)C3CC4C(C=CCC4C4CCCC4)CC(C1O)C32O
,COC1=C(C[O-])C(=O)OC1=C1OC2=CCCN3C(C(O)CC4CCCCC4)CC(Cc4ccccc4)CC3C2C1C
,C[NH2+]C1CCC2C[NH2+]CCC2C1CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1c[nH+]c(N)cc1CCc1cccc(CCc2ccccc2)c1
